"Subject"	"TrialType"	"numErr"	"GenType"	"Task"	"ConType"	"PrimeType"	"TargetType"	"numTOErr"	"numComErr"	"Observer"
12	"APnumErr_wp"	23	"white_con"	"AP"	"congruent"	"white"	"positive"	11	12	"Absent"
13	"APnumErr_wp"	9	"white_con"	"AP"	"congruent"	"white"	"positive"	7	2	"Present"
14	"APnumErr_wp"	22	"white_con"	"AP"	"congruent"	"white"	"positive"	5	17	"Absent"
15	"APnumErr_wp"	30	"white_con"	"AP"	"congruent"	"white"	"positive"	28	2	"Present"
16	"APnumErr_wp"	22	"white_con"	"AP"	"congruent"	"white"	"positive"	1	21	"Absent"
17	"APnumErr_wp"	25	"white_con"	"AP"	"congruent"	"white"	"positive"	20	5	"Present"
18	"APnumErr_wp"	20	"white_con"	"AP"	"congruent"	"white"	"positive"	9	11	"Absent"
19	"APnumErr_wp"	29	"white_con"	"AP"	"congruent"	"white"	"positive"	25	4	"Present"
20	"APnumErr_wp"	14	"white_con"	"AP"	"congruent"	"white"	"positive"	1	13	"Absent"
21	"APnumErr_wp"	14	"white_con"	"AP"	"congruent"	"white"	"positive"	7	7	"Present"
22	"APnumErr_wp"	17	"white_con"	"AP"	"congruent"	"white"	"positive"	1	16	"Absent"
23	"APnumErr_wp"	13	"white_con"	"AP"	"congruent"	"white"	"positive"	4	9	"Present"
24	"APnumErr_wp"	9	"white_con"	"AP"	"congruent"	"white"	"positive"	2	7	"Absent"
25	"APnumErr_wp"	17	"white_con"	"AP"	"congruent"	"white"	"positive"	10	7	"Present"
26	"APnumErr_wp"	28	"white_con"	"AP"	"congruent"	"white"	"positive"	6	22	"Absent"
27	"APnumErr_wp"	18	"white_con"	"AP"	"congruent"	"white"	"positive"	14	4	"Present"
28	"APnumErr_wp"	13	"white_con"	"AP"	"congruent"	"white"	"positive"	3	10	"Absent"
29	"APnumErr_wp"	16	"white_con"	"AP"	"congruent"	"white"	"positive"	5	11	"Present"
30	"APnumErr_wp"	12	"white_con"	"AP"	"congruent"	"white"	"positive"	5	7	"Absent"
31	"APnumErr_wp"	19	"white_con"	"AP"	"congruent"	"white"	"positive"	9	10	"Present"
32	"APnumErr_wp"	15	"white_con"	"AP"	"congruent"	"white"	"positive"	11	4	"Absent"
33	"APnumErr_wp"	17	"white_con"	"AP"	"congruent"	"white"	"positive"	1	16	"Present"
34	"APnumErr_wp"	13	"white_con"	"AP"	"congruent"	"white"	"positive"	0	13	"Absent"
35	"APnumErr_wp"	30	"white_con"	"AP"	"congruent"	"white"	"positive"	28	2	"Present"
36	"APnumErr_wp"	29	"white_con"	"AP"	"congruent"	"white"	"positive"	9	20	"Absent"
37	"APnumErr_wp"	NA	"white_con"	"AP"	"congruent"	"white"	"positive"	NA	NA	"Present"
38	"APnumErr_wp"	23	"white_con"	"AP"	"congruent"	"white"	"positive"	6	17	"Absent"
39	"APnumErr_wp"	16	"white_con"	"AP"	"congruent"	"white"	"positive"	14	2	"Present"
40	"APnumErr_wp"	4	"white_con"	"AP"	"congruent"	"white"	"positive"	3	1	"Absent"
41	"APnumErr_wp"	5	"white_con"	"AP"	"congruent"	"white"	"positive"	4	1	"Present"
42	"APnumErr_wp"	9	"white_con"	"AP"	"congruent"	"white"	"positive"	6	3	"Absent"
43	"APnumErr_wp"	17	"white_con"	"AP"	"congruent"	"white"	"positive"	3	14	"Present"
44	"APnumErr_wp"	18	"white_con"	"AP"	"congruent"	"white"	"positive"	6	12	"Absent"
45	"APnumErr_wp"	21	"white_con"	"AP"	"congruent"	"white"	"positive"	3	18	"Present"
46	"APnumErr_wp"	18	"white_con"	"AP"	"congruent"	"white"	"positive"	2	16	"Absent"
47	"APnumErr_wp"	15	"white_con"	"AP"	"congruent"	"white"	"positive"	5	10	"Present"
48	"APnumErr_wp"	29	"white_con"	"AP"	"congruent"	"white"	"positive"	17	12	"Absent"
49	"APnumErr_wp"	10	"white_con"	"AP"	"congruent"	"white"	"positive"	7	3	"Absent"
50	"APnumErr_wp"	10	"white_con"	"AP"	"congruent"	"white"	"positive"	5	5	"Present"
51	"APnumErr_wp"	27	"white_con"	"AP"	"congruent"	"white"	"positive"	4	23	"Present"
52	"APnumErr_wp"	10	"white_con"	"AP"	"congruent"	"white"	"positive"	8	2	"Absent"
53	"APnumErr_wp"	18	"white_con"	"AP"	"congruent"	"white"	"positive"	3	15	"Present"
54	"APnumErr_wp"	22	"white_con"	"AP"	"congruent"	"white"	"positive"	13	9	"Absent"
55	"APnumErr_wp"	16	"white_con"	"AP"	"congruent"	"white"	"positive"	10	6	"Present"
56	"APnumErr_wp"	28	"white_con"	"AP"	"congruent"	"white"	"positive"	16	12	"Absent"
57	"APnumErr_wp"	12	"white_con"	"AP"	"congruent"	"white"	"positive"	7	5	"Present"
58	"APnumErr_wp"	8	"white_con"	"AP"	"congruent"	"white"	"positive"	5	3	"Absent"
59	"APnumErr_wp"	13	"white_con"	"AP"	"congruent"	"white"	"positive"	13	0	"Present"
60	"APnumErr_wp"	9	"white_con"	"AP"	"congruent"	"white"	"positive"	7	2	"Absent"
61	"APnumErr_wp"	29	"white_con"	"AP"	"congruent"	"white"	"positive"	4	25	"Present"
62	"APnumErr_wp"	15	"white_con"	"AP"	"congruent"	"white"	"positive"	3	12	"Absent"
63	"APnumErr_wp"	7	"white_con"	"AP"	"congruent"	"white"	"positive"	2	5	"Present"
64	"APnumErr_wp"	13	"white_con"	"AP"	"congruent"	"white"	"positive"	4	9	"Absent"
65	"APnumErr_wp"	13	"white_con"	"AP"	"congruent"	"white"	"positive"	6	7	"Present"
66	"APnumErr_wp"	5	"white_con"	"AP"	"congruent"	"white"	"positive"	3	2	"Absent"
67	"APnumErr_wp"	17	"white_con"	"AP"	"congruent"	"white"	"positive"	10	7	"Present"
68	"APnumErr_wp"	10	"white_con"	"AP"	"congruent"	"white"	"positive"	9	1	"Absent"
69	"APnumErr_wp"	5	"white_con"	"AP"	"congruent"	"white"	"positive"	2	3	"Present"
70	"APnumErr_wp"	31	"white_con"	"AP"	"congruent"	"white"	"positive"	8	23	"Absent"
71	"APnumErr_wp"	14	"white_con"	"AP"	"congruent"	"white"	"positive"	5	9	"Present"
72	"APnumErr_wp"	5	"white_con"	"AP"	"congruent"	"white"	"positive"	5	0	"Absent"
73	"APnumErr_wp"	11	"white_con"	"AP"	"congruent"	"white"	"positive"	5	6	"Present"
74	"APnumErr_wp"	13	"white_con"	"AP"	"congruent"	"white"	"positive"	2	11	"Absent"
75	"APnumErr_wp"	14	"white_con"	"AP"	"congruent"	"white"	"positive"	1	13	"Present"
76	"APnumErr_wp"	13	"white_con"	"AP"	"congruent"	"white"	"positive"	7	6	"Absent"
77	"APnumErr_wp"	15	"white_con"	"AP"	"congruent"	"white"	"positive"	9	6	"Present"
78	"APnumErr_wp"	10	"white_con"	"AP"	"congruent"	"white"	"positive"	1	9	"Absent"
79	"APnumErr_wp"	3	"white_con"	"AP"	"congruent"	"white"	"positive"	2	1	"Present"
80	"APnumErr_wp"	8	"white_con"	"AP"	"congruent"	"white"	"positive"	1	7	"Absent"
81	"APnumErr_wp"	12	"white_con"	"AP"	"congruent"	"white"	"positive"	0	12	"Present"
82	"APnumErr_wp"	32	"white_con"	"AP"	"congruent"	"white"	"positive"	7	25	"Absent"
83	"APnumErr_wp"	19	"white_con"	"AP"	"congruent"	"white"	"positive"	4	15	"Present"
84	"APnumErr_wp"	16	"white_con"	"AP"	"congruent"	"white"	"positive"	5	11	"Absent"
85	"APnumErr_wp"	21	"white_con"	"AP"	"congruent"	"white"	"positive"	17	4	"Present"
86	"APnumErr_wp"	6	"white_con"	"AP"	"congruent"	"white"	"positive"	4	2	"Absent"
87	"APnumErr_wp"	NA	"white_con"	"AP"	"congruent"	"white"	"positive"	NA	NA	"Present"
88	"APnumErr_wp"	NA	"white_con"	"AP"	"congruent"	"white"	"positive"	NA	NA	"Absent"
89	"APnumErr_wp"	12	"white_con"	"AP"	"congruent"	"white"	"positive"	6	6	"Present"
90	"APnumErr_wp"	11	"white_con"	"AP"	"congruent"	"white"	"positive"	3	8	"Absent"
91	"APnumErr_wp"	19	"white_con"	"AP"	"congruent"	"white"	"positive"	7	12	"Present"
92	"APnumErr_wp"	16	"white_con"	"AP"	"congruent"	"white"	"positive"	6	10	"Absent"
93	"APnumErr_wp"	12	"white_con"	"AP"	"congruent"	"white"	"positive"	5	7	"Present"
94	"APnumErr_wp"	28	"white_con"	"AP"	"congruent"	"white"	"positive"	6	22	"Absent"
95	"APnumErr_wp"	35	"white_con"	"AP"	"congruent"	"white"	"positive"	7	28	"Present"
96	"APnumErr_wp"	18	"white_con"	"AP"	"congruent"	"white"	"positive"	3	15	"Absent"
97	"APnumErr_wp"	25	"white_con"	"AP"	"congruent"	"white"	"positive"	12	13	"Present"
98	"APnumErr_wp"	32	"white_con"	"AP"	"congruent"	"white"	"positive"	7	25	"Absent"
99	"APnumErr_wp"	10	"white_con"	"AP"	"congruent"	"white"	"positive"	3	7	"Present"
100	"APnumErr_wp"	24	"white_con"	"AP"	"congruent"	"white"	"positive"	2	22	"Absent"
101	"APnumErr_wp"	13	"white_con"	"AP"	"congruent"	"white"	"positive"	1	12	"Present"
102	"APnumErr_wp"	NA	"white_con"	"AP"	"congruent"	"white"	"positive"	NA	NA	"Absent"
103	"APnumErr_wp"	0	"white_con"	"AP"	"congruent"	"white"	"positive"	0	0	"Present"
104	"APnumErr_wp"	7	"white_con"	"AP"	"congruent"	"white"	"positive"	6	1	"Absent"
105	"APnumErr_wp"	7	"white_con"	"AP"	"congruent"	"white"	"positive"	3	4	"Present"
106	"APnumErr_wp"	27	"white_con"	"AP"	"congruent"	"white"	"positive"	8	19	"Absent"
107	"APnumErr_wp"	10	"white_con"	"AP"	"congruent"	"white"	"positive"	8	2	"Present"
108	"APnumErr_wp"	12	"white_con"	"AP"	"congruent"	"white"	"positive"	11	1	"Absent"
109	"APnumErr_wp"	6	"white_con"	"AP"	"congruent"	"white"	"positive"	2	4	"Absent"
110	"APnumErr_wp"	18	"white_con"	"AP"	"congruent"	"white"	"positive"	1	17	"Present"
111	"APnumErr_wp"	13	"white_con"	"AP"	"congruent"	"white"	"positive"	5	8	"Absent"
112	"APnumErr_wp"	12	"white_con"	"AP"	"congruent"	"white"	"positive"	2	10	"Present"
113	"APnumErr_wp"	21	"white_con"	"AP"	"congruent"	"white"	"positive"	6	15	"Present"
114	"APnumErr_wp"	26	"white_con"	"AP"	"congruent"	"white"	"positive"	18	8	"Absent"
115	"APnumErr_wp"	19	"white_con"	"AP"	"congruent"	"white"	"positive"	1	18	"Present"
116	"APnumErr_wp"	20	"white_con"	"AP"	"congruent"	"white"	"positive"	11	9	"Absent"
117	"APnumErr_wp"	9	"white_con"	"AP"	"congruent"	"white"	"positive"	5	4	"Present"
118	"APnumErr_wp"	11	"white_con"	"AP"	"congruent"	"white"	"positive"	0	11	"Absent"
119	"APnumErr_wp"	4	"white_con"	"AP"	"congruent"	"white"	"positive"	1	3	"Present"
120	"APnumErr_wp"	22	"white_con"	"AP"	"congruent"	"white"	"positive"	12	10	"Absent"
121	"APnumErr_wp"	13	"white_con"	"AP"	"congruent"	"white"	"positive"	2	11	"Present"
122	"APnumErr_wp"	23	"white_con"	"AP"	"congruent"	"white"	"positive"	2	21	"Absent"
123	"APnumErr_wp"	22	"white_con"	"AP"	"congruent"	"white"	"positive"	5	17	"Present"
124	"APnumErr_wp"	11	"white_con"	"AP"	"congruent"	"white"	"positive"	0	11	"Absent"
125	"APnumErr_wp"	19	"white_con"	"AP"	"congruent"	"white"	"positive"	5	14	"Present"
126	"APnumErr_wp"	14	"white_con"	"AP"	"congruent"	"white"	"positive"	6	8	"Absent"
127	"APnumErr_wp"	11	"white_con"	"AP"	"congruent"	"white"	"positive"	6	5	"Present"
128	"APnumErr_wp"	12	"white_con"	"AP"	"congruent"	"white"	"positive"	6	6	"Absent"
129	"APnumErr_wp"	9	"white_con"	"AP"	"congruent"	"white"	"positive"	8	1	"Present"
130	"APnumErr_wp"	17	"white_con"	"AP"	"congruent"	"white"	"positive"	6	11	"Absent"
131	"APnumErr_wp"	17	"white_con"	"AP"	"congruent"	"white"	"positive"	5	12	"Present"
132	"APnumErr_wp"	19	"white_con"	"AP"	"congruent"	"white"	"positive"	5	14	"Absent"
133	"APnumErr_wp"	17	"white_con"	"AP"	"congruent"	"white"	"positive"	10	7	"Present"
134	"APnumErr_wp"	26	"white_con"	"AP"	"congruent"	"white"	"positive"	7	19	"Absent"
135	"APnumErr_wp"	14	"white_con"	"AP"	"congruent"	"white"	"positive"	9	5	"Present"
136	"APnumErr_wp"	20	"white_con"	"AP"	"congruent"	"white"	"positive"	18	2	"Absent"
137	"APnumErr_wp"	17	"white_con"	"AP"	"congruent"	"white"	"positive"	3	14	"Present"
138	"APnumErr_wp"	10	"white_con"	"AP"	"congruent"	"white"	"positive"	9	1	"Present"
139	"APnumErr_wp"	20	"white_con"	"AP"	"congruent"	"white"	"positive"	8	12	"Absent"
140	"APnumErr_wp"	4	"white_con"	"AP"	"congruent"	"white"	"positive"	0	4	"Absent"
141	"APnumErr_wp"	4	"white_con"	"AP"	"congruent"	"white"	"positive"	1	3	"Present"
142	"APnumErr_wp"	11	"white_con"	"AP"	"congruent"	"white"	"positive"	4	7	"Absent"
143	"APnumErr_wp"	13	"white_con"	"AP"	"congruent"	"white"	"positive"	5	8	"Present"
144	"APnumErr_wp"	18	"white_con"	"AP"	"congruent"	"white"	"positive"	6	12	"Absent"
145	"APnumErr_wp"	10	"white_con"	"AP"	"congruent"	"white"	"positive"	2	8	"Present"
146	"APnumErr_wp"	15	"white_con"	"AP"	"congruent"	"white"	"positive"	0	15	"Absent"
147	"APnumErr_wp"	13	"white_con"	"AP"	"congruent"	"white"	"positive"	5	8	"Present"
148	"APnumErr_wp"	10	"white_con"	"AP"	"congruent"	"white"	"positive"	4	6	"Absent"
149	"APnumErr_wp"	19	"white_con"	"AP"	"congruent"	"white"	"positive"	3	16	"Present"
150	"APnumErr_wp"	11	"white_con"	"AP"	"congruent"	"white"	"positive"	1	10	"Absent"
151	"APnumErr_wp"	12	"white_con"	"AP"	"congruent"	"white"	"positive"	7	5	"Present"
152	"APnumErr_wp"	16	"white_con"	"AP"	"congruent"	"white"	"positive"	10	6	"Absent"
153	"APnumErr_wp"	10	"white_con"	"AP"	"congruent"	"white"	"positive"	2	8	"Present"
154	"APnumErr_wp"	13	"white_con"	"AP"	"congruent"	"white"	"positive"	5	8	"Absent"
155	"APnumErr_wp"	14	"white_con"	"AP"	"congruent"	"white"	"positive"	0	14	"Present"
156	"APnumErr_wp"	26	"white_con"	"AP"	"congruent"	"white"	"positive"	10	16	"Absent"
157	"APnumErr_wp"	18	"white_con"	"AP"	"congruent"	"white"	"positive"	2	16	"Present"
158	"APnumErr_wp"	21	"white_con"	"AP"	"congruent"	"white"	"positive"	4	17	"Absent"
159	"APnumErr_wp"	6	"white_con"	"AP"	"congruent"	"white"	"positive"	1	5	"Present"
160	"APnumErr_wp"	18	"white_con"	"AP"	"congruent"	"white"	"positive"	0	18	"Absent"
161	"APnumErr_wp"	17	"white_con"	"AP"	"congruent"	"white"	"positive"	3	14	"Present"
162	"APnumErr_wp"	19	"white_con"	"AP"	"congruent"	"white"	"positive"	3	16	"Absent"
163	"APnumErr_wp"	16	"white_con"	"AP"	"congruent"	"white"	"positive"	1	15	"Present"
164	"APnumErr_wp"	17	"white_con"	"AP"	"congruent"	"white"	"positive"	15	2	"Absent"
165	"APnumErr_wp"	4	"white_con"	"AP"	"congruent"	"white"	"positive"	3	1	"Present"
166	"APnumErr_wp"	26	"white_con"	"AP"	"congruent"	"white"	"positive"	7	19	"Absent"
167	"APnumErr_wp"	14	"white_con"	"AP"	"congruent"	"white"	"positive"	7	7	"Present"
168	"APnumErr_wp"	18	"white_con"	"AP"	"congruent"	"white"	"positive"	8	10	"Absent"
169	"APnumErr_wp"	13	"white_con"	"AP"	"congruent"	"white"	"positive"	1	12	"Present"
170	"APnumErr_wp"	33	"white_con"	"AP"	"congruent"	"white"	"positive"	9	24	"Absent"
171	"APnumErr_wp"	28	"white_con"	"AP"	"congruent"	"white"	"positive"	2	26	"Present"
172	"APnumErr_wp"	5	"white_con"	"AP"	"congruent"	"white"	"positive"	0	5	"Absent"
173	"APnumErr_wp"	29	"white_con"	"AP"	"congruent"	"white"	"positive"	9	20	"Present"
174	"APnumErr_wp"	18	"white_con"	"AP"	"congruent"	"white"	"positive"	7	11	"Absent"
175	"APnumErr_wp"	15	"white_con"	"AP"	"congruent"	"white"	"positive"	10	5	"Present"
176	"APnumErr_wp"	21	"white_con"	"AP"	"congruent"	"white"	"positive"	19	2	"Absent"
177	"APnumErr_wp"	19	"white_con"	"AP"	"congruent"	"white"	"positive"	1	18	"Present"
178	"APnumErr_wp"	12	"white_con"	"AP"	"congruent"	"white"	"positive"	4	8	"Absent"
179	"APnumErr_wp"	19	"white_con"	"AP"	"congruent"	"white"	"positive"	12	7	"Present"
180	"APnumErr_wp"	34	"white_con"	"AP"	"congruent"	"white"	"positive"	4	30	"Absent"
181	"APnumErr_wp"	NA	"white_con"	"AP"	"congruent"	"white"	"positive"	NA	NA	"Present"
182	"APnumErr_wp"	14	"white_con"	"AP"	"congruent"	"white"	"positive"	2	12	"Absent"
183	"APnumErr_wp"	25	"white_con"	"AP"	"congruent"	"white"	"positive"	5	20	"Present"
184	"APnumErr_wp"	10	"white_con"	"AP"	"congruent"	"white"	"positive"	6	4	"Absent"
185	"APnumErr_wp"	18	"white_con"	"AP"	"congruent"	"white"	"positive"	7	11	"Present"
186	"APnumErr_wp"	22	"white_con"	"AP"	"congruent"	"white"	"positive"	7	15	"Absent"
187	"APnumErr_wp"	26	"white_con"	"AP"	"congruent"	"white"	"positive"	1	25	"Present"
188	"APnumErr_wp"	12	"white_con"	"AP"	"congruent"	"white"	"positive"	1	11	"Absent"
189	"APnumErr_wp"	10	"white_con"	"AP"	"congruent"	"white"	"positive"	5	5	"Present"
190	"APnumErr_wp"	22	"white_con"	"AP"	"congruent"	"white"	"positive"	3	19	"Absent"
191	"APnumErr_wp"	20	"white_con"	"AP"	"congruent"	"white"	"positive"	4	16	"Present"
192	"APnumErr_wp"	16	"white_con"	"AP"	"congruent"	"white"	"positive"	5	11	"Absent"
193	"APnumErr_wp"	23	"white_con"	"AP"	"congruent"	"white"	"positive"	13	10	"Present"
194	"APnumErr_wp"	21	"white_con"	"AP"	"congruent"	"white"	"positive"	4	17	"Absent"
195	"APnumErr_wp"	26	"white_con"	"AP"	"congruent"	"white"	"positive"	5	21	"Present"
196	"APnumErr_wp"	14	"white_con"	"AP"	"congruent"	"white"	"positive"	9	5	"Absent"
197	"APnumErr_wp"	16	"white_con"	"AP"	"congruent"	"white"	"positive"	4	12	"Present"
198	"APnumErr_wp"	11	"white_con"	"AP"	"congruent"	"white"	"positive"	3	8	"Absent"
199	"APnumErr_wp"	6	"white_con"	"AP"	"congruent"	"white"	"positive"	1	5	"Present"
200	"APnumErr_wp"	22	"white_con"	"AP"	"congruent"	"white"	"positive"	16	6	"Absent"
201	"APnumErr_wp"	15	"white_con"	"AP"	"congruent"	"white"	"positive"	8	7	"Present"
202	"APnumErr_wp"	16	"white_con"	"AP"	"congruent"	"white"	"positive"	6	10	"Absent"
203	"APnumErr_wp"	NA	"white_con"	"AP"	"congruent"	"white"	"positive"	NA	NA	"Present"
204	"APnumErr_wp"	16	"white_con"	"AP"	"congruent"	"white"	"positive"	7	9	"Absent"
205	"APnumErr_wp"	1	"white_con"	"AP"	"congruent"	"white"	"positive"	1	0	"Present"
206	"APnumErr_wp"	27	"white_con"	"AP"	"congruent"	"white"	"positive"	8	19	"Absent"
1	"APnumErr_bn"	NA	"black_con"	"AP"	"congruent"	"black"	"negative"	NA	NA	"Present"
2	"APnumErr_bn"	14	"black_con"	"AP"	"congruent"	"black"	"negative"	6	8	"Absent"
3	"APnumErr_bn"	17	"black_con"	"AP"	"congruent"	"black"	"negative"	3	14	"Present"
4	"APnumErr_bn"	17	"black_con"	"AP"	"congruent"	"black"	"negative"	9	8	"Absent"
5	"APnumErr_bn"	11	"black_con"	"AP"	"congruent"	"black"	"negative"	11	0	"Present"
6	"APnumErr_bn"	8	"black_con"	"AP"	"congruent"	"black"	"negative"	5	3	"Absent"
7	"APnumErr_bn"	34	"black_con"	"AP"	"congruent"	"black"	"negative"	19	15	"Present"
8	"APnumErr_bn"	28	"black_con"	"AP"	"congruent"	"black"	"negative"	20	8	"Absent"
9	"APnumErr_bn"	NA	"black_con"	"AP"	"congruent"	"black"	"negative"	NA	NA	"Present"
10	"APnumErr_bn"	13	"black_con"	"AP"	"congruent"	"black"	"negative"	7	6	"Absent"
11	"APnumErr_bn"	16	"black_con"	"AP"	"congruent"	"black"	"negative"	13	3	"Present"
12	"APnumErr_bn"	25	"black_con"	"AP"	"congruent"	"black"	"negative"	6	19	"Absent"
13	"APnumErr_bn"	16	"black_con"	"AP"	"congruent"	"black"	"negative"	10	6	"Present"
14	"APnumErr_bn"	31	"black_con"	"AP"	"congruent"	"black"	"negative"	4	27	"Absent"
15	"APnumErr_bn"	29	"black_con"	"AP"	"congruent"	"black"	"negative"	27	2	"Present"
16	"APnumErr_bn"	25	"black_con"	"AP"	"congruent"	"black"	"negative"	1	24	"Absent"
17	"APnumErr_bn"	31	"black_con"	"AP"	"congruent"	"black"	"negative"	25	6	"Present"
18	"APnumErr_bn"	21	"black_con"	"AP"	"congruent"	"black"	"negative"	14	7	"Absent"
19	"APnumErr_bn"	29	"black_con"	"AP"	"congruent"	"black"	"negative"	25	4	"Present"
20	"APnumErr_bn"	24	"black_con"	"AP"	"congruent"	"black"	"negative"	1	23	"Absent"
21	"APnumErr_bn"	14	"black_con"	"AP"	"congruent"	"black"	"negative"	8	6	"Present"
22	"APnumErr_bn"	22	"black_con"	"AP"	"congruent"	"black"	"negative"	4	18	"Absent"
23	"APnumErr_bn"	6	"black_con"	"AP"	"congruent"	"black"	"negative"	3	3	"Present"
24	"APnumErr_bn"	19	"black_con"	"AP"	"congruent"	"black"	"negative"	5	14	"Absent"
25	"APnumErr_bn"	24	"black_con"	"AP"	"congruent"	"black"	"negative"	15	9	"Present"
26	"APnumErr_bn"	26	"black_con"	"AP"	"congruent"	"black"	"negative"	4	22	"Absent"
27	"APnumErr_bn"	18	"black_con"	"AP"	"congruent"	"black"	"negative"	12	6	"Present"
28	"APnumErr_bn"	22	"black_con"	"AP"	"congruent"	"black"	"negative"	4	18	"Absent"
29	"APnumErr_bn"	20	"black_con"	"AP"	"congruent"	"black"	"negative"	9	11	"Present"
30	"APnumErr_bn"	31	"black_con"	"AP"	"congruent"	"black"	"negative"	11	20	"Absent"
31	"APnumErr_bn"	40	"black_con"	"AP"	"congruent"	"black"	"negative"	13	27	"Present"
32	"APnumErr_bn"	18	"black_con"	"AP"	"congruent"	"black"	"negative"	14	4	"Absent"
33	"APnumErr_bn"	19	"black_con"	"AP"	"congruent"	"black"	"negative"	6	13	"Present"
34	"APnumErr_bn"	25	"black_con"	"AP"	"congruent"	"black"	"negative"	4	21	"Absent"
35	"APnumErr_bn"	30	"black_con"	"AP"	"congruent"	"black"	"negative"	28	2	"Present"
36	"APnumErr_bn"	27	"black_con"	"AP"	"congruent"	"black"	"negative"	4	23	"Absent"
37	"APnumErr_bn"	NA	"black_con"	"AP"	"congruent"	"black"	"negative"	NA	NA	"Present"
38	"APnumErr_bn"	15	"black_con"	"AP"	"congruent"	"black"	"negative"	2	13	"Absent"
39	"APnumErr_bn"	25	"black_con"	"AP"	"congruent"	"black"	"negative"	16	9	"Present"
40	"APnumErr_bn"	4	"black_con"	"AP"	"congruent"	"black"	"negative"	1	3	"Absent"
41	"APnumErr_bn"	15	"black_con"	"AP"	"congruent"	"black"	"negative"	9	6	"Present"
42	"APnumErr_bn"	8	"black_con"	"AP"	"congruent"	"black"	"negative"	6	2	"Absent"
43	"APnumErr_bn"	14	"black_con"	"AP"	"congruent"	"black"	"negative"	5	9	"Present"
44	"APnumErr_bn"	13	"black_con"	"AP"	"congruent"	"black"	"negative"	2	11	"Absent"
45	"APnumErr_bn"	19	"black_con"	"AP"	"congruent"	"black"	"negative"	4	15	"Present"
46	"APnumErr_bn"	19	"black_con"	"AP"	"congruent"	"black"	"negative"	4	15	"Absent"
47	"APnumErr_bn"	16	"black_con"	"AP"	"congruent"	"black"	"negative"	7	9	"Present"
48	"APnumErr_bn"	29	"black_con"	"AP"	"congruent"	"black"	"negative"	18	11	"Absent"
49	"APnumErr_bn"	11	"black_con"	"AP"	"congruent"	"black"	"negative"	8	3	"Absent"
50	"APnumErr_bn"	18	"black_con"	"AP"	"congruent"	"black"	"negative"	4	14	"Present"
51	"APnumErr_bn"	19	"black_con"	"AP"	"congruent"	"black"	"negative"	1	18	"Present"
52	"APnumErr_bn"	13	"black_con"	"AP"	"congruent"	"black"	"negative"	10	3	"Absent"
53	"APnumErr_bn"	31	"black_con"	"AP"	"congruent"	"black"	"negative"	7	24	"Present"
54	"APnumErr_bn"	16	"black_con"	"AP"	"congruent"	"black"	"negative"	11	5	"Absent"
55	"APnumErr_bn"	20	"black_con"	"AP"	"congruent"	"black"	"negative"	14	6	"Present"
56	"APnumErr_bn"	29	"black_con"	"AP"	"congruent"	"black"	"negative"	17	12	"Absent"
57	"APnumErr_bn"	17	"black_con"	"AP"	"congruent"	"black"	"negative"	12	5	"Present"
58	"APnumErr_bn"	12	"black_con"	"AP"	"congruent"	"black"	"negative"	9	3	"Absent"
59	"APnumErr_bn"	23	"black_con"	"AP"	"congruent"	"black"	"negative"	23	0	"Present"
60	"APnumErr_bn"	12	"black_con"	"AP"	"congruent"	"black"	"negative"	7	5	"Absent"
61	"APnumErr_bn"	19	"black_con"	"AP"	"congruent"	"black"	"negative"	4	15	"Present"
62	"APnumErr_bn"	13	"black_con"	"AP"	"congruent"	"black"	"negative"	4	9	"Absent"
63	"APnumErr_bn"	15	"black_con"	"AP"	"congruent"	"black"	"negative"	5	10	"Present"
64	"APnumErr_bn"	14	"black_con"	"AP"	"congruent"	"black"	"negative"	6	8	"Absent"
65	"APnumErr_bn"	23	"black_con"	"AP"	"congruent"	"black"	"negative"	3	20	"Present"
66	"APnumErr_bn"	6	"black_con"	"AP"	"congruent"	"black"	"negative"	4	2	"Absent"
67	"APnumErr_bn"	18	"black_con"	"AP"	"congruent"	"black"	"negative"	15	3	"Present"
68	"APnumErr_bn"	23	"black_con"	"AP"	"congruent"	"black"	"negative"	17	6	"Absent"
69	"APnumErr_bn"	7	"black_con"	"AP"	"congruent"	"black"	"negative"	3	4	"Present"
70	"APnumErr_bn"	30	"black_con"	"AP"	"congruent"	"black"	"negative"	8	22	"Absent"
71	"APnumErr_bn"	17	"black_con"	"AP"	"congruent"	"black"	"negative"	11	6	"Present"
72	"APnumErr_bn"	13	"black_con"	"AP"	"congruent"	"black"	"negative"	8	5	"Absent"
73	"APnumErr_bn"	24	"black_con"	"AP"	"congruent"	"black"	"negative"	4	20	"Present"
74	"APnumErr_bn"	12	"black_con"	"AP"	"congruent"	"black"	"negative"	1	11	"Absent"
75	"APnumErr_bn"	30	"black_con"	"AP"	"congruent"	"black"	"negative"	12	18	"Present"
76	"APnumErr_bn"	22	"black_con"	"AP"	"congruent"	"black"	"negative"	4	18	"Absent"
77	"APnumErr_bn"	13	"black_con"	"AP"	"congruent"	"black"	"negative"	5	8	"Present"
78	"APnumErr_bn"	10	"black_con"	"AP"	"congruent"	"black"	"negative"	4	6	"Absent"
79	"APnumErr_bn"	3	"black_con"	"AP"	"congruent"	"black"	"negative"	1	2	"Present"
80	"APnumErr_bn"	15	"black_con"	"AP"	"congruent"	"black"	"negative"	6	9	"Absent"
